label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
open_palm,0.5694162249565125,0.6492369174957275,0.7118117809295654,0.7515526413917542,0.7844656705856323,0.6759176254272461,0.6956883072853088,0.7059881091117859,0.7155213356018066,0.6327688694000244,0.6530419588088989,0.6678829789161682,0.6811746954917908,0.5902633666992188,0.6049760580062866,0.6189777851104736,0.6321966648101807,0.5455976128578186,0.5564937591552734,0.5657411217689514,0.5763733983039856,0.7388524413108826,0.6905807256698608,0.5568357706069946,0.4547959268093109,0.3862505555152893,0.36636391282081604,0.23462143540382385,0.15557894110679626,0.0859953761100769,0.3434489965438843,0.1976979523897171,0.10846123099327087,0.03505799174308777,0.351545125246048,0.2119712084531784,0.12481039762496948,0.04852813482284546,0.3827553689479828,0.2717946171760559,0.19832386076450348,0.12583625316619873
open_palm,0.5675089359283447,0.6475867629051208,0.7109526991844177,0.7512374520301819,0.7839807271957397,0.674940824508667,0.6947512626647949,0.7056739330291748,0.7161321640014648,0.6318630576133728,0.6523556709289551,0.6676173806190491,0.6815435886383057,0.5897406339645386,0.6047896146774292,0.6191084980964661,0.6329163312911987,0.5454469919204712,0.5566627979278564,0.5665795803070068,0.5779532194137573,0.7392115592956543,0.6908174753189087,0.5566868185997009,0.45487669110298157,0.38701286911964417,0.3660040497779846,0.23526419699192047,0.1571412980556488,0.08828625082969666,0.34308186173439026,0.19787196815013885,0.10924267768859863,0.03578144311904907,0.351386696100235,0.21231520175933838,0.12474507093429565,0.0473252534866333,0.38304319977760315,0.27217429876327515,0.19868533313274384,0.12586596608161926
open_palm,0.5578961968421936,0.6388036012649536,0.7013412714004517,0.7378100752830505,0.771814227104187,0.6637932062149048,0.6854996085166931,0.6962931156158447,0.70539790391922,0.6202817559242249,0.6421251893043518,0.6585370898246765,0.6726654767990112,0.5780065059661865,0.5926831960678101,0.6073024272918701,0.6211560368537903,0.5337681174278259,0.5445283651351929,0.5545890927314758,0.5658516883850098,0.73850417137146,0.6884231567382812,0.5543805360794067,0.450869083404541,0.3867217004299164,0.36355268955230713,0.23392091691493988,0.15498781204223633,0.08475518226623535,0.3422241508960724,0.20005902647972107,0.11315712332725525,0.040448784828186035,0.3510109782218933,0.2128935158252716,0.12433311343193054,0.04549229145050049,0.38339439034461975,0.2721872329711914,0.19842949509620667,0.12572577595710754
open_palm,0.5310662388801575,0.6127824187278748,0.6764103770256042,0.7106163501739502,0.7412718534469604,0.6373485326766968,0.6599196195602417,0.6712204217910767,0.6801762580871582,0.5938682556152344,0.6176238656044006,0.633463442325592,0.646669864654541,0.5513408780097961,0.5653876066207886,0.5789360404014587,0.5921428203582764,0.505953311920166,0.5146098136901855,0.5235018134117126,0.533825695514679,0.7357116937637329,0.685131847858429,0.5627561807632446,0.4579070210456848,0.3930003046989441,0.36848896741867065,0.23709508776664734,0.1564420759677887,0.08460262417793274,0.3470018804073334,0.2016579806804657,0.11193844676017761,0.03872424364089966,0.3540095090866089,0.212306410074234,0.12453985214233398,0.04935348033905029,0.3850184381008148,0.2723052501678467,0.199294775724411,0.1304481029510498
open_palm,0.5030911564826965,0.582405686378479,0.6469109654426575,0.6802827715873718,0.7108545899391174,0.6031651496887207,0.6251816153526306,0.6356887817382812,0.6454628109931946,0.5593660473823547,0.5803437232971191,0.596145510673523,0.611109733581543,0.5163823366165161,0.5284606218338013,0.5402859449386597,0.5537518858909607,0.47074824571609497,0.4772946834564209,0.485210120677948,0.4959474503993988,0.730911374092102,0.6745734214782715,0.55928635597229,0.4548577070236206,0.37880128622055054,0.35958775877952576,0.23217101395130157,0.15482351183891296,0.0850275456905365,0.3397904336452484,0.1991889774799347,0.11463916301727295,0.04611507058143616,0.349077045917511,0.20975638926029205,0.12308692932128906,0.04642549157142639,0.382912278175354,0.2712360620498657,0.19919221103191376,0.1278921365737915
open_palm,0.489948034286499,0.5708197951316833,0.6351453065872192,0.6683810353279114,0.697666347026825,0.5853144526481628,0.6070308089256287,0.6173191070556641,0.6269623041152954,0.5415711402893066,0.5601939558982849,0.5736842155456543,0.5865265727043152,0.49929869174957275,0.5105526447296143,0.5218186974525452,0.5344938635826111,0.4552662670612335,0.46083444356918335,0.4683168828487396,0.4780709147453308,0.7332859039306641,0.6713123321533203,0.5578519105911255,0.45507168769836426,0.3784703016281128,0.3617498576641083,0.23420196771621704,0.1556660532951355,0.08508792519569397,0.3431367874145508,0.20184744894504547,0.1152072548866272,0.04419463872909546,0.3525494635105133,0.2144811451435089,0.12899285554885864,0.05396375060081482,0.38557329773902893,0.27562445402145386,0.2034830003976822,0.1327463686466217
open_palm,0.46419626474380493,0.5402413010597229,0.6009103655815125,0.6305318474769592,0.6567792892456055,0.5534251928329468,0.5727469325065613,0.5814318060874939,0.58931964635849,0.5097309947013855,0.5282278060913086,0.5413081645965576,0.5540666580200195,0.4669531583786011,0.47700005769729614,0.4878201186656952,0.5008808374404907,0.42191851139068604,0.42524266242980957,0.4313899278640747,0.44147974252700806,0.729306697845459,0.6707965135574341,0.5549069046974182,0.4478529095649719,0.3658454120159149,0.3590453565120697,0.23247967660427094,0.15572720766067505,0.08541598916053772,0.3410158157348633,0.20159119367599487,0.11287736892700195,0.04118886590003967,0.3528328537940979,0.21580705046653748,0.1304967999458313,0.05529564619064331,0.38866132497787476,0.2783685326576233,0.2073172926902771,0.13779491186141968
open_palm,0.43432265520095825,0.5083895325660706,0.5665624141693115,0.5967981815338135,0.6208937764167786,0.5230790972709656,0.5399689674377441,0.5468665361404419,0.5527477860450745,0.47971266508102417,0.49492502212524414,0.5048873424530029,0.5146796107292175,0.43747544288635254,0.4450052082538605,0.4540407061576843,0.46510547399520874,0.3931087553501129,0.3942117393016815,0.3981054723262787,0.405409574508667,0.7261422872543335,0.6664965152740479,0.5489586591720581,0.443931519985199,0.36583489179611206,0.36141693592071533,0.23560123145580292,0.15885698795318604,0.08856731653213501,0.3437930941581726,0.2052047848701477,0.11714136600494385,0.04312601685523987,0.3559396266937256,0.22176221013069153,0.13855332136154175,0.06392934918403625,0.39222389459609985,0.2847632169723511,0.21539391577243805,0.1472448706626892
open_palm,0.397066205739975,0.46705731749534607,0.5221147537231445,0.5523263216018677,0.5786676406860352,0.48300570249557495,0.4971802234649658,0.5016763210296631,0.5059267282485962,0.4400245249271393,0.45236656069755554,0.4600249230861664,0.46807554364204407,0.397603303194046,0.40297824144363403,0.41072967648506165,0.4205475151538849,0.3530442714691162,0.35281607508659363,0.3558962345123291,0.3623184561729431,0.715468168258667,0.6576433777809143,0.538867712020874,0.43529728055000305,0.3583053946495056,0.3533116579055786,0.23122690618038177,0.15580463409423828,0.08646348118782043,0.3355884850025177,0.1997843235731125,0.1123659610748291,0.03782999515533447,0.3480108678340912,0.2177848517894745,0.1372043490409851,0.0632748007774353,0.3838967978954315,0.2807267904281616,0.214612677693367,0.14755672216415405
open_palm,0.3710261583328247,0.4418424069881439,0.4968377351760864,0.529567539691925,0.5530602931976318,0.4531480669975281,0.46864086389541626,0.4738231599330902,0.4780978262424469,0.4122437536716461,0.42498934268951416,0.43335410952568054,0.44086122512817383,0.3713025450706482,0.3751559257507324,0.3823385238647461,0.39049094915390015,0.3280792534351349,0.32674986124038696,0.3289515972137451,0.3338930904865265,0.7133965492248535,0.6572134494781494,0.540956974029541,0.43564146757125854,0.35424619913101196,0.3546203672885895,0.2324417680501938,0.15775388479232788,0.08918169140815735,0.3372548222541809,0.20183071494102478,0.11287117004394531,0.03695988655090332,0.34896236658096313,0.21952186524868011,0.14067041873931885,0.06917569041252136,0.38201847672462463,0.2803475856781006,0.21474143862724304,0.14838173985481262
